"actor","subject","actor_2","subject_2","rule_type","rule_time","date_period","Group"
"POP","POO","OOP","POO","Opportunism",25,"2021-05-17 1","1"
"POO","PPP","PGG","PPP","Opportunism",317,"2021-05-17 1","1"
"GOO","GOP","OOO","GOP","Opportunism",744,"2021-05-17 1","1"
"BBB","OPP","POO","OPP","Opportunism",179,"2021-05-17 1","1"
"BBB","OOO","BOB","OOO","Opportunism",341,"2021-05-17 1","1"
"PBB","GOP","OOO","GOP","Opportunism",7,"2021-05-17 1","1"
"BBB","OBB","PPP","OBB","Opportunism",821,"2021-05-17 1","1"
"GOO","PPO","OOP","PPO","Opportunism",168,"2021-05-17 1","1"
"OGO","PBB","BOB","PBB","Opportunism",174,"2021-05-17 1","1"
"BOB","PBB","OOO","PBB","Opportunism",812,"2021-05-17 1","1"
"GOO","GOP","OOP","GOP","Opportunism",619,"2021-05-17 2","1"
"POP","OBB","PPP","OBB","Opportunism",753,"2021-05-17 2","1"
"GPG","GOP","OOO","GOP","Opportunism",987,"2021-05-17 2","1"
"GPG","OGO","POO","OGO","Opportunism",313,"2021-05-17 2","1"
"GPG","OGO","BOB","OGO","Opportunism",99,"2021-05-17 2","1"
"POP","GOP","OOP","GOP","Opportunism",1292,"2021-05-17 2","1"
"POP","OPP","POO","OPP","Opportunism",3685,"2021-05-17 2","1"
"GOO","PPP","OOP","PPP","Opportunism",619,"2021-05-17 2","1"
"OBB","OOO","BOB","OOO","Opportunism",3179,"2021-05-17 2","1"
"GGO","PPO","BOB","PPO","Opportunism",566,"2021-05-17 2","1"
"GOO","GOP","POO","GOP","Opportunism",244,"2021-05-17 2","1"
"POO","PPO","BOB","PPO","Opportunism",108,"2021-05-17 2","1"
"BBB","GGO","OOO","GGO","Opportunism",115,"2021-05-17 2","1"
"OOO","GGO","PBB","GGO","Opportunism",36,"2021-05-17 2","1"
"POP","GPG","PBB","GPG","Opportunism",325,"2021-05-17 2","1"
"OOO","PPO","BOB","PPO","Opportunism",17,"2021-05-17 2","1"
"POP","PBO","BOB","PBO","Opportunism",983,"2021-05-18 1","1"
"BBB","OPP","POO","OPP","Opportunism",902,"2021-05-18 1","1"
"POP","OOO","BOB","OOO","Opportunism",21,"2021-05-18 1","1"
"OOO","GGO","PBB","GGO","Opportunism",188,"2021-05-18 1","1"
"BBB","PBB","OGO","PBB","Opportunism",164,"2021-05-18 1","1"
"POP","OBB","OOP","OBB","Opportunism",180,"2021-05-18 1","1"
"OGO","OOO","BOB","OOO","Opportunism",84,"2021-05-18 1","1"
"GOO","GOP","OOO","GOP","Opportunism",612,"2021-05-18 1","1"
"BOB","OOO","POO","OOO","Opportunism",548,"2021-05-18 1","1"
"BOB","PBB","OGO","PBB","Opportunism",2444,"2021-05-18 1","1"
"OOP","PPP","GGG","PPP","Opportunism",188,"2021-05-18 1","1"
"GGG","PPP","PGG","PPP","Opportunism",3251,"2021-05-18 1","1"
"BBB","OPP","OGO","OPP","Opportunism",461,"2021-05-18 1","1"
"GGO","OPP","POO","OPP","Opportunism",1879,"2021-05-18 1","1"
"PGG","PPP","OOP","PPP","Opportunism",615,"2021-05-18 1","1"
"BBB","OOO","POO","OOO","Opportunism",361,"2021-05-18 1","1"
"POO","OOO","BOB","OOO","Opportunism",132,"2021-05-18 1","1"
"OGO","PPO","BOB","PPO","Opportunism",2204,"2021-05-18 1","1"
"BBB","PBO","BOB","PBO","Opportunism",597,"2021-05-18 1","1"
"BBB","GOP","POO","GOP","Opportunism",298,"2021-05-18 1","1"
"BBB","OOO","BOB","OOO","Opportunism",137,"2021-05-18 1","1"
"GPG","GOO","BOB","GOO","Opportunism",417,"2021-05-18 1","1"
"BBB","GGG","PGG","GGG","Opportunism",123,"2021-05-18 1","1"
"POP","POO","OBB","POO","Opportunism",713,"2021-05-18 1","1"
"OOO","OOP","PGG","OOP","Opportunism",1704,"2021-05-18 1","1"
"POP","OOO","BOB","OOO","Opportunism",1600,"2021-05-18 1","1"
"GGO","PPO","BOB","PPO","Opportunism",263,"2021-05-18 1","1"
"GGO","OOP","PGG","OOP","Opportunism",266,"2021-05-18 1","1"
"OPP","PBB","OGO","PBB","Opportunism",956,"2021-05-18 1","1"
"GOO","PBO","OOO","PBO","Opportunism",25,"2021-05-18 1","1"
"OOO","PBO","OOP","PBO","Opportunism",182,"2021-05-18 1","1"
"POO","PBB","BOB","PBB","Opportunism",79,"2021-05-18 2","1"
"POP","PBB","OGO","PBB","Opportunism",27,"2021-05-18 2","1"
"OGO","PBB","OBB","PBB","Opportunism",75,"2021-05-18 2","1"
"PPO","OOP","PGG","OOP","Opportunism",3359,"2021-05-18 2","1"
"POP","GOP","OOO","GOP","Opportunism",196,"2021-05-18 2","1"
"POP","PBO","OOO","PBO","Opportunism",3636,"2021-05-18 2","1"
"BBB","OPP","POO","OPP","Opportunism",1333,"2021-05-18 2","1"
"POO","PPO","PGG","PPO","Opportunism",460,"2021-05-18 2","1"
"BBB","OBB","PPP","OBB","Opportunism",492,"2021-05-18 2","1"
"BBB","PBB","POO","PBB","Opportunism",175,"2021-05-18 2","1"
"OOO","PBO","BOB","PBO","Opportunism",1072,"2021-05-18 2","1"
"GOP","OGO","PPP","OGO","Opportunism",78,"2021-05-18 2","1"
"PBB","GOO","BOB","GOO","Opportunism",8,"2021-05-18 2","1"
"BOB","GOO","POP","BOB","Punishment",45,"2021-05-15 1","1"
"OOP","PBO","GGO","OOP","Punishment",720,"2021-05-15 1","1"
"BOB","PBO","BBB","BOB","Punishment",254,"2021-05-15 1","1"
"PPP","OBB","GOO","PPP","Punishment",4032,"2021-05-15 1","1"
"BOB","PBO","BBB","BOB","Punishment",95,"2021-05-15 1","1"
"OBB","OOO","GPG","OBB","Punishment",1002,"2021-05-15 1","1"
"BOB","PPO","BBB","BOB","Punishment",45,"2021-05-15 1","1"
"GGG","PPO","OGO","GGG","Punishment",123,"2021-05-15 1","1"
"BOB","PBO","BBB","BOB","Punishment",768,"2021-05-15 1","1"
"POO","OOO","BBB","POO","Punishment",1,"2021-05-15 1","1"
"PGG","OOP","BOB","PGG","Punishment",41,"2021-05-15 1","1"
"OGO","PBB","GPG","OGO","Punishment",172,"2021-05-15 1","1"
"OBB","GGO","GOP","OBB","Punishment",17,"2021-05-15 1","1"
"PGG","PPO","GPG","PGG","Punishment",10,"2021-05-15 1","1"
"BOB","OOO","BBB","BOB","Punishment",157,"2021-05-15 1","1"
"PPP","POP","PBB","PPP","Punishment",294,"2021-05-15 1","1"
"OPP","PBB","BBB","OPP","Punishment",149,"2021-05-15 1","1"
"PGG","PPP","OBB","PGG","Punishment",65,"2021-05-15 1","1"
"OOP","POO","BBB","OOP","Punishment",112,"2021-05-15 1","1"
"OBB","OPP","GOO","OBB","Punishment",77,"2021-05-15 1","1"
"OOP","PPP","GGO","OOP","Punishment",346,"2021-05-15 1","1"
"BOB","PBO","OBB","BOB","Punishment",29,"2021-05-15 1","1"
"POO","OOO","POP","POO","Punishment",4,"2021-05-15 1","1"
"OPP","PBB","GPG","OPP","Punishment",10,"2021-05-15 1","1"
"OPP","PBB","BBB","OPP","Punishment",104,"2021-05-15 1","1"
"OOP","OGO","PBB","OOP","Punishment",82,"2021-05-15 1","1"
"OOP","GOP","BBB","OOP","Punishment",11,"2021-05-15 1","1"
"POO","OPP","GPG","POO","Punishment",152,"2021-05-15 1","1"
"OBB","PBB","OOO","OBB","Punishment",5,"2021-05-15 1","1"
"OGO","PBB","POP","OGO","Punishment",418,"2021-05-15 1","1"
"OOP","OBB","BBB","OOP","Punishment",563,"2021-05-15 1","1"
"PGG","GGG","GPG","PGG","Punishment",8,"2021-05-15 1","1"
"PGG","GGG","GPG","PGG","Punishment",919,"2021-05-15 1","1"
"OBB","PBB","GPG","OBB","Punishment",1225,"2021-05-15 1","1"
"BOB","OOO","POO","BOB","Punishment",3,"2021-05-15 1","1"
"OOO","GGO","OGO","OOO","Punishment",1892,"2021-05-15 2","1"
"OBB","OPP","GOP","OBB","Punishment",33,"2021-05-15 2","1"
"OOP","OGO","BBB","OOP","Punishment",116,"2021-05-15 2","1"
"BOB","GOO","POO","BOB","Punishment",1025,"2021-05-15 2","1"
"OOP","GOO","PBB","OOP","Punishment",230,"2021-05-15 2","1"
"BOB","OOO","POP","BOB","Punishment",59,"2021-05-15 2","1"
"PGG","GGG","OBB","PGG","Punishment",1552,"2021-05-15 2","1"
"OOO","GOP","OPP","OOO","Punishment",233,"2021-05-15 2","1"
"OPP","PBB","POP","OPP","Punishment",26,"2021-05-15 2","1"
"BOB","PBO","POO","BOB","Punishment",20,"2021-05-15 2","1"
"BOB","GOO","POO","BOB","Punishment",1,"2021-05-15 2","1"
"BOB","PBO","POO","BOB","Punishment",53,"2021-05-15 2","1"
"BOB","PBO","POO","BOB","Punishment",797,"2021-05-15 2","1"
"POO","OPP","POP","POO","Punishment",1097,"2021-05-16 1","1"
"POO","OPP","OGO","POO","Punishment",292,"2021-05-16 1","1"
"PBB","GPG","BBB","PBB","Punishment",1090,"2021-05-16 1","1"
"OOP","POO","BBB","OOP","Punishment",1079,"2021-05-16 1","1"
"POO","OPP","GPG","POO","Punishment",96,"2021-05-16 1","1"
"BOB","OOO","BBB","BOB","Punishment",364,"2021-05-16 1","1"
"OGO","PBB","GPG","OGO","Punishment",5474,"2021-05-16 1","1"
"BOB","PPO","POO","BOB","Punishment",75,"2021-05-16 1","1"
"BOB","PBB","BBB","BOB","Punishment",94,"2021-05-16 1","1"
"BOB","PPP","POP","BOB","Punishment",2,"2021-05-16 1","1"
"OOO","GGO","OPP","OOO","Punishment",2,"2021-05-16 1","1"
"POO","OPP","GOO","POO","Punishment",420,"2021-05-16 1","1"
"BOB","PPO","GOP","BOB","Punishment",9,"2021-05-16 1","1"
"POO","PBB","BBB","POO","Punishment",108,"2021-05-16 1","1"
"BOB","OGO","POP","BOB","Punishment",37,"2021-05-16 1","1"
"BOB","OOO","POO","BOB","Punishment",377,"2021-05-16 1","1"
"BOB","GOO","POO","BOB","Punishment",337,"2021-05-16 1","1"
"BOB","OOO","POO","BOB","Punishment",39,"2021-05-16 1","1"
"BOB","OOO","OBB","BOB","Punishment",2056,"2021-05-16 1","1"
"PGG","GGG","PBB","PGG","Punishment",2065,"2021-05-16 2","1"
"GOO","OGO","BBB","GOO","Punishment",35,"2021-05-16 2","1"
"POO","PBB","OGO","POO","Punishment",670,"2021-05-16 2","1"
"OOP","OGO","PBB","OOP","Punishment",194,"2021-05-16 2","1"
"PPP","OBB","GOO","PPP","Punishment",72,"2021-05-16 2","1"
"OOP","OBB","BBB","OOP","Punishment",9,"2021-05-16 2","1"
"BOB","PBO","GOP","BOB","Punishment",110,"2021-05-16 2","1"
"BOB","PBB","POO","BOB","Punishment",403,"2021-05-16 2","1"
"PBB","GGO","BBB","PBB","Punishment",16,"2021-05-16 2","1"
"PPO","POO","OBB","PPO","Punishment",463,"2021-05-16 2","1"
"PGG","PPP","OGO","PGG","Punishment",182,"2021-05-16 2","1"
"BOB","PBB","POO","BOB","Punishment",146,"2021-05-16 2","1"
"OBB","POO","POP","OBB","Punishment",918,"2021-05-16 2","1"
"GOP","POP","BBB","GOP","Punishment",265,"2021-05-16 2","1"
"BOB","PBB","POO","BOB","Punishment",320,"2021-05-16 2","1"
"PPO","OBB","GPG","PPO","Punishment",123,"2021-05-17 1","1"
"PPP","OGO","GOO","PPP","Punishment",1065,"2021-05-17 1","1"
"BOB","GOO","OBB","BOB","Punishment",84,"2021-05-17 1","1"
"PGG","GGG","GGO","PGG","Punishment",6,"2021-05-17 1","1"
"BOB","PPP","OGO","BOB","Punishment",4,"2021-05-17 1","1"
"PPP","OBB","GPG","PPP","Punishment",703,"2021-05-17 1","1"
"OBB","POO","GPG","OBB","Punishment",559,"2021-05-17 1","1"
"OOP","OPP","BBB","OOP","Punishment",236,"2021-05-17 1","1"
"POO","OOO","BBB","POO","Punishment",116,"2021-05-17 1","1"
"BOB","PBB","OBB","BOB","Punishment",1150,"2021-05-17 1","1"
"BOB","GOO","POP","BOB","Punishment",145,"2021-05-17 1","1"
"OBB","POO","GPG","OBB","Punishment",364,"2021-05-17 1","1"
"BOB","PBB","POO","BOB","Punishment",271,"2021-05-17 1","1"
"PGG","OOP","BBB","PGG","Punishment",193,"2021-05-17 1","1"
"OBB","OPP","POP","OBB","Punishment",210,"2021-05-17 1","1"
"OOP","POO","BBB","OOP","Punishment",3,"2021-05-17 1","1"
"OOO","GGO","BBB","OOO","Punishment",411,"2021-05-17 1","1"
"PGG","OOP","BOB","PGG","Punishment",51,"2021-05-17 1","1"
"OOO","GOO","OGO","OOO","Punishment",32,"2021-05-17 1","1"
"OOP","GOO","OOO","OOP","Punishment",3,"2021-05-17 1","1"
"BOB","PBB","BBB","BOB","Punishment",36,"2021-05-17 1","1"
"BOB","PBO","GGO","BOB","Punishment",17,"2021-05-17 1","1"
"PBB","GGO","BBB","PBB","Punishment",941,"2021-05-17 1","1"
"GOP","OGO","GOO","GOP","Punishment",580,"2021-05-17 1","1"
"POO","OPP","OGO","POO","Punishment",251,"2021-05-17 1","1"
"OOP","BOB","PBB","OOP","Punishment",302,"2021-05-17 1","1"
"OOO","GPG","BBB","OOO","Punishment",1600,"2021-05-17 1","1"
"OBB","OPP","GOP","OBB","Punishment",4,"2021-05-17 1","1"
"PGG","PPO","OGO","PGG","Punishment",681,"2021-05-17 1","1"
"BOB","GOO","BBB","BOB","Punishment",401,"2021-05-17 1","1"
"PPP","OBB","POO","PPP","Punishment",449,"2021-05-17 1","1"
"OPP","PBB","BBB","OPP","Punishment",115,"2021-05-17 1","1"
"OOP","GOP","PBB","OOP","Punishment",1387,"2021-05-17 1","1"
"PGG","PPP","OBB","PGG","Punishment",454,"2021-05-17 1","1"
"BOB","OOO","BBB","BOB","Punishment",9,"2021-05-17 1","1"
"OOP","POO","BBB","OOP","Punishment",276,"2021-05-17 1","1"
"BOB","PBB","GPG","BOB","Punishment",226,"2021-05-17 1","1"
"POO","OPP","POP","POO","Punishment",143,"2021-05-17 2","1"
"OOP","GOP","POP","OOP","Punishment",93,"2021-05-17 2","1"
"POO","OGO","GPG","POO","Punishment",6,"2021-05-17 2","1"
"PPP","OBB","OOO","PPP","Punishment",541,"2021-05-17 2","1"
"PPP","OBB","GOO","PPP","Punishment",171,"2021-05-17 2","1"
"OOP","PPP","BBB","OOP","Punishment",4081,"2021-05-17 2","1"
"GOP","OGO","GOO","GOP","Punishment",295,"2021-05-17 2","1"
"OBB","OOO","BBB","OBB","Punishment",1286,"2021-05-17 2","1"
"POO","GOP","PBO","POO","Punishment",89,"2021-05-17 2","1"
"POO","OPP","BBB","POO","Punishment",45,"2021-05-17 2","1"
"PPP","OGO","GOO","PPP","Punishment",523,"2021-05-17 2","1"
"BOB","OOO","GPG","BOB","Punishment",124,"2021-05-17 2","1"
"BOB","PPO","POP","BOB","Punishment",327,"2021-05-17 2","1"
"OOO","GGO","POP","OOO","Punishment",74,"2021-05-17 2","1"
"PBB","GPG","BBB","PBB","Punishment",62,"2021-05-17 2","1"
"BOB","OOO","BBB","BOB","Punishment",105,"2021-05-18 1","1"
"PGG","OOP","BBB","PGG","Punishment",401,"2021-05-18 1","1"
"PBB","GGO","BBB","PBB","Punishment",139,"2021-05-18 1","1"
"BOB","PBO","POP","BOB","Punishment",211,"2021-05-18 1","1"
"OOP","OBB","PBB","OOP","Punishment",257,"2021-05-18 1","1"
"BOB","PBB","POO","BOB","Punishment",351,"2021-05-18 1","1"
"OOP","PPP","OOO","OOP","Punishment",621,"2021-05-18 1","1"
"GGG","PPP","BOB","GGG","Punishment",556,"2021-05-18 1","1"
"PGG","POP","BOB","PGG","Punishment",513,"2021-05-18 1","1"
"OBB","POO","GGO","OBB","Punishment",1613,"2021-05-18 1","1"
"OOO","GGO","OGO","OOO","Punishment",44,"2021-05-18 1","1"
"PGG","PPP","GOP","PGG","Punishment",5,"2021-05-18 1","1"
"POO","OOO","GPG","POO","Punishment",258,"2021-05-18 1","1"
"BOB","OOO","GPG","BOB","Punishment",46,"2021-05-18 1","1"
"OOP","PPP","PBB","OOP","Punishment",773,"2021-05-18 1","1"
"POO","OPP","BBB","POO","Punishment",46,"2021-05-18 1","1"
"OOP","OPP","PBO","OOP","Punishment",1698,"2021-05-18 1","1"
"BOB","PPO","GOP","BOB","Punishment",233,"2021-05-18 1","1"
"GOO","OGO","GPG","GOO","Punishment",400,"2021-05-18 1","1"
"OOO","GPG","BBB","OOO","Punishment",211,"2021-05-18 1","1"
"BOB","OOO","BBB","BOB","Punishment",80,"2021-05-18 1","1"
"POO","GOP","GPG","POO","Punishment",342,"2021-05-18 1","1"
"PGG","GGG","OGO","PGG","Punishment",9,"2021-05-18 1","1"
"PGG","OOP","BBB","PGG","Punishment",36,"2021-05-18 1","1"
"OOP","POO","GGO","OOP","Punishment",335,"2021-05-18 1","1"
"BOB","OOO","BBB","BOB","Punishment",1,"2021-05-18 1","1"
"BOB","OOO","POP","BOB","Punishment",59,"2021-05-18 1","1"
"PGG","OOP","OGO","PGG","Punishment",38,"2021-05-18 1","1"
"POO","OPP","GGO","POO","Punishment",36,"2021-05-18 1","1"
"OGO","PBB","GPG","OGO","Punishment",56,"2021-05-18 1","1"
"OOP","PBO","OOO","OOP","Punishment",25,"2021-05-18 1","1"
"POO","GPG","POP","POO","Punishment",950,"2021-05-18 1","1"
"BOB","PBO","POP","BOB","Punishment",149,"2021-05-18 2","1"
"POO","PBB","BBB","POO","Punishment",550,"2021-05-18 2","1"
"BOB","PBB","BBB","BOB","Punishment",66,"2021-05-18 2","1"
"OBB","OOO","GPG","OBB","Punishment",35,"2021-05-18 2","1"
"PGG","OOP","GPG","PGG","Punishment",2,"2021-05-18 2","1"
"PGG","PPO","BOB","PGG","Punishment",191,"2021-05-18 2","1"
"OOO","PBO","BBB","OOO","Punishment",3002,"2021-05-18 2","1"
"PPP","OGO","POO","PPP","Punishment",39,"2021-05-18 2","1"
"PPP","OBB","GOO","PPP","Punishment",449,"2021-05-18 2","1"
"BOB","GOO","GOP","BOB","Punishment",161,"2021-05-18 2","1"
"BOB","GOO","OBB","BOB","Punishment",3,"2021-05-18 2","1"
"BOB","PBO","OBB","BOB","Punishment",16,"2021-05-18 2","1"
"BOB","PBO","GOP","BOB","Punishment",462,"2021-05-18 2","1"
